id,transaction_date,value_date,reference,debit,credit,balance,remarks,predicted_category,created_at,updated_at
4689,2025-03-04,2025-03-04,POS PURCHASE - Inventory,57363.53,,18454495.50,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4690,2025-03-05,2025-03-05,Utility bills,31777.63,,18422717.87,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4691,2025-03-06,2025-03-06,Customer payment,,47866.39,18470584.26,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4692,2025-03-07,2025-03-07,Repair / Maintenance,103930.86,,18366653.40,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4693,2025-03-09,2025-03-09,Customer payment,,233676.59,18600329.99,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4694,2025-03-11,2025-03-11,Customer payment,,415120.28,19015450.27,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4695,2025-03-13,2025-03-13,Repair / Maintenance,32207.92,,18983242.35,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4696,2025-03-14,2025-03-14,Repair / Maintenance,49324.24,,18933918.11,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4697,2025-03-15,2025-03-15,POS PURCHASE - Inventory,133788.30,,18800129.81,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4698,2025-03-15,2025-03-15,POS PURCHASE - Inventory,338500.62,,18461629.19,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4699,2025-03-16,2025-03-16,Customer payment,,513909.68,18975538.87,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4700,2025-03-16,2025-03-16,Customer payment,,48542.97,19024081.84,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4701,2025-03-17,2025-03-17,Customer payment,,474339.59,19498421.43,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4702,2025-03-17,2025-03-17,Customer payment,,194603.00,19693024.43,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4703,2025-03-17,2025-03-17,Fuel purchase,40941.84,,19652082.59,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4704,2025-03-19,2025-03-19,Repair / Maintenance,98616.61,,19553465.98,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4705,2025-03-19,2025-03-19,Customer payment,,295503.26,19848969.24,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4706,2025-03-20,2025-03-20,Customer payment,,230917.91,20079887.15,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4707,2025-03-21,2025-03-21,Repair / Maintenance,18668.21,,20061218.94,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4708,2025-03-21,2025-03-21,Misc debit,3299.09,,20057919.85,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4709,2025-03-23,2025-03-23,POS PURCHASE - Inventory,247252.03,,19810667.82,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4710,2025-03-23,2025-03-23,POS PURCHASE - Inventory,359579.04,,19451088.78,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4711,2025-03-24,2025-03-24,Bank fees / transfer,19045.02,,19432043.76,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4712,2025-03-24,2025-03-24,Customer payment,,91809.79,19523853.55,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4713,2025-03-25,2025-03-25,Repair / Maintenance,34287.10,,19489566.45,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4714,2025-03-26,2025-03-26,Customer payment,,122537.90,19612104.35,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4715,2025-03-26,2025-03-26,Customer payment,,74849.18,19686953.53,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4716,2025-03-27,2025-03-27,Customer payment,,36844.97,19723798.50,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4717,2025-03-27,2025-03-27,Misc credit,,40878.48,19764676.98,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4718,2025-03-28,2025-03-28,Salary payment,115072.84,,19649604.14,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4719,2025-03-29,2025-03-29,Fuel purchase,29383.40,,19620220.74,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4720,2025-03-29,2025-03-29,Capital injection,,1502133.60,21122354.34,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4721,2025-03-29,2025-03-29,Repair / Maintenance,31647.52,,21090706.82,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4722,2025-03-31,2025-03-31,Capital injection,,406626.02,21497332.84,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4723,2025-03-31,2025-03-31,Repair / Maintenance,62939.47,,21434393.37,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4724,2025-04-01,2025-04-01,Rent payment,183459.01,,21250934.36,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4725,2025-04-01,2025-04-01,Capital injection,,1770471.71,23021406.07,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4726,2025-04-03,2025-04-03,Internet subscription,6413.38,,23014992.69,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4727,2025-04-04,2025-04-04,Bank fees / transfer,1947.55,,23013045.14,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4728,2025-04-05,2025-04-05,Utility bills,37426.00,,22975619.14,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4729,2025-04-07,2025-04-07,Customer payment,,31254.83,23006873.97,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4730,2025-04-09,2025-04-09,POS PURCHASE - Inventory,117652.23,,22889221.74,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4731,2025-04-09,2025-04-09,Customer payment,,311330.31,23200552.05,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4732,2025-04-11,2025-04-11,Bank fees / transfer,5729.81,,23194822.24,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4733,2025-04-12,2025-04-12,POS PURCHASE - Inventory,189722.01,,23005100.23,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4734,2025-04-12,2025-04-12,POS PURCHASE - Inventory,132708.76,,22872391.47,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4735,2025-04-13,2025-04-13,Customer payment,,258980.71,23131372.18,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4736,2025-04-14,2025-04-14,POS PURCHASE - Inventory,94703.77,,23036668.41,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4737,2025-04-15,2025-04-15,POS PURCHASE - Inventory,359566.26,,22677102.15,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4738,2025-04-16,2025-04-16,Bank fees / transfer,12860.36,,22664241.79,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4739,2025-04-17,2025-04-17,POS PURCHASE - Inventory,347031.65,,22317210.14,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4740,2025-04-17,2025-04-17,Capital injection,,1598771.15,23915981.29,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4741,2025-04-18,2025-04-18,Customer payment,,138704.52,24054685.81,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4742,2025-04-18,2025-04-18,Customer payment,,49036.45,24103722.26,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4743,2025-04-21,2025-04-21,Repair / Maintenance,53374.12,,24050348.14,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4744,2025-04-21,2025-04-21,POS PURCHASE - Inventory,19110.19,,24031237.95,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4745,2025-04-23,2025-04-23,Bank fees / transfer,17021.35,,24014216.60,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4746,2025-04-24,2025-04-24,Customer payment,,261263.56,24275480.16,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4747,2025-04-25,2025-04-25,Customer payment,,491685.33,24767165.49,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4748,2025-04-26,2025-04-26,POS PURCHASE - Inventory,78778.55,,24688386.94,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4749,2025-04-26,2025-04-26,Bank fees / transfer,17808.52,,24670578.42,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4750,2025-04-26,2025-04-26,Customer payment,,466137.17,25136715.59,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4751,2025-04-27,2025-04-27,POS PURCHASE - Inventory,220899.17,,24915816.42,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4752,2025-04-28,2025-04-28,Salary payment,69121.65,,24846694.77,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4753,2025-04-28,2025-04-28,POS PURCHASE - Inventory,208330.88,,24638363.89,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4754,2025-04-28,2025-04-28,POS PURCHASE - Inventory,326685.26,,24311678.63,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4755,2025-04-29,2025-04-29,Customer payment,,412847.24,24724525.87,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4756,2025-04-30,2025-04-30,Customer payment,,93913.75,24818439.62,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4757,2025-04-30,2025-04-30,POS PURCHASE - Inventory,89920.16,,24728519.46,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4758,2025-04-30,2025-04-30,Misc debit,31246.37,,24697273.09,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4759,2025-04-30,2025-04-30,POS PURCHASE - Inventory,326443.58,,24370829.51,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4760,2025-05-01,2025-05-01,Rent payment,112108.49,,24258721.02,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4761,2025-05-01,2025-05-01,Capital injection,,416388.70,24675109.72,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4762,2025-05-03,2025-05-03,Internet subscription,19834.10,,24655275.62,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4763,2025-05-03,2025-05-03,Customer payment,,274679.87,24929955.49,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4764,2025-05-03,2025-05-03,POS PURCHASE - Inventory,348928.17,,24581027.32,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4765,2025-05-03,2025-05-03,Capital injection,,380369.80,24961397.12,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4766,2025-05-04,2025-05-04,POS PURCHASE - Inventory,261115.67,,24700281.45,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4767,2025-05-04,2025-05-04,Fuel purchase,13471.62,,24686809.83,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4768,2025-05-05,2025-05-05,Utility bills,28347.88,,24658461.95,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4769,2025-05-05,2025-05-05,Customer payment,,498403.27,25156865.22,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4770,2025-05-05,2025-05-05,Customer payment,,96498.43,25253363.65,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4771,2025-05-05,2025-05-05,POS PURCHASE - Inventory,167981.06,,25085382.59,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4772,2025-05-05,2025-05-05,Bank fees / transfer,20061.82,,25065320.77,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4773,2025-05-06,2025-05-06,Customer payment,,495248.65,25560569.42,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4774,2025-05-07,2025-05-07,Fuel purchase,34618.37,,25525951.05,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4775,2025-05-07,2025-05-07,Customer payment,,20539.60,25546490.65,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4776,2025-05-07,2025-05-07,Repair / Maintenance,68414.42,,25478076.23,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4777,2025-05-09,2025-05-09,Customer payment,,478595.26,25956671.49,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4778,2025-05-09,2025-05-09,Customer payment,,184173.76,26140845.25,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4779,2025-05-09,2025-05-09,Customer payment,,503044.06,26643889.31,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4780,2025-05-10,2025-05-10,Capital injection,,542249.32,27186138.63,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4781,2025-05-11,2025-05-11,POS PURCHASE - Inventory,200174.19,,26985964.44,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4782,2025-05-11,2025-05-11,Bank fees / transfer,1024.01,,26984940.43,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4783,2025-05-12,2025-05-12,POS PURCHASE - Inventory,180601.93,,26804338.50,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4784,2025-05-12,2025-05-12,POS PURCHASE - Inventory,396075.52,,26408262.98,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4785,2025-05-12,2025-05-12,Capital injection,,1901930.95,28310193.93,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4786,2025-05-13,2025-05-13,Repair / Maintenance,63453.69,,28246740.24,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4787,2025-05-15,2025-05-15,Misc credit,,41613.45,28288353.69,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4788,2025-05-15,2025-05-15,POS PURCHASE - Inventory,280457.91,,28007895.78,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4789,2025-05-15,2025-05-15,POS PURCHASE - Inventory,258971.09,,27748924.69,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4790,2025-05-15,2025-05-15,Customer payment,,448298.74,28197223.43,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4791,2025-05-16,2025-05-16,Customer payment,,26734.33,28223957.76,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4792,2025-05-17,2025-05-17,Misc debit,46329.12,,28177628.64,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4793,2025-05-19,2025-05-19,POS PURCHASE - Inventory,138375.53,,28039253.11,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4794,2025-05-19,2025-05-19,Misc credit,,39176.01,28078429.12,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4795,2025-05-19,2025-05-19,POS PURCHASE - Inventory,109958.28,,27968470.84,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4796,2025-05-20,2025-05-20,Repair / Maintenance,18188.87,,27950281.97,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4797,2025-05-22,2025-05-22,POS PURCHASE - Inventory,378500.02,,27571781.95,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4798,2025-05-23,2025-05-23,Repair / Maintenance,42188.59,,27529593.36,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4799,2025-05-23,2025-05-23,Misc debit,33045.43,,27496547.93,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4800,2025-05-24,2025-05-24,Customer payment,,55011.13,27551559.06,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4801,2025-05-25,2025-05-25,Customer payment,,111594.71,27663153.77,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4802,2025-05-26,2025-05-26,Customer payment,,287856.55,27951010.32,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4803,2025-05-26,2025-05-26,Customer payment,,505375.46,28456385.78,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4804,2025-05-28,2025-05-28,Salary payment,102209.26,,28354176.52,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4805,2025-05-28,2025-05-28,POS PURCHASE - Inventory,201256.59,,28152919.93,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4806,2025-05-28,2025-05-28,Customer payment,,356466.11,28509386.04,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4807,2025-05-29,2025-05-29,Customer payment,,301569.08,28810955.12,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4808,2025-05-29,2025-05-29,Misc credit,,36233.21,28847188.33,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
4809,2025-05-29,2025-05-29,Customer payment,,189929.48,29037117.81,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
